2010-04-19 16:20:59 Notice: Notice (8): Undefined index:  id in [APP/views/countries/index.ctp, line 39]
2010-04-22 17:01:04 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-22 17:01:04 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-22 19:28:37 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-22 19:28:37 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-22 19:28:37 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-22 19:28:37 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-23 16:02:06 Notice: Notice (8): Undefined variable: operator in [APP/views/contacts/add.ctp, line 10]
2010-04-23 16:02:06 Notice: Notice (8): Undefined property: View::$Contact in [APP/views/elements/contacts/add.ctp, line 5]
2010-04-23 16:02:06 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/contacts/add.ctp, line 25]
2010-04-23 16:02:06 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/contacts/add.ctp, line 26]
2010-04-23 16:02:58 Notice: Notice (8): Undefined variable: operator in [APP/views/contacts/add.ctp, line 10]
2010-04-23 16:02:58 Notice: Notice (8): Undefined property: View::$Contact in [APP/views/elements/contacts/add.ctp, line 5]
2010-04-23 16:02:58 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/contacts/add.ctp, line 25]
2010-04-23 16:03:45 Notice: Notice (8): Undefined variable: operator in [APP/views/contacts/add.ctp, line 10]
2010-04-23 16:03:45 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/contacts/add.ctp, line 25]
2010-04-23 16:04:30 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/contacts/add.ctp, line 25]
2010-04-23 16:21:18 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/requests/add.ctp, line 24]
2010-04-23 16:21:52 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/requests/add.ctp, line 24]
2010-04-23 16:22:01 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/requests/add.ctp, line 24]
2010-04-23 16:22:07 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/requests/add.ctp, line 24]
2010-04-23 16:23:08 Notice: Notice (8): Undefined index:  id in [APP/views/requests/admin_index.ctp, line 32]
2010-04-23 16:23:08 Notice: Notice (8): Undefined index:  id in [APP/views/requests/admin_index.ctp, line 59]
2010-04-23 16:23:08 Notice: Notice (8): Undefined index:  id in [APP/views/requests/admin_index.ctp, line 60]
2010-04-23 16:23:08 Notice: Notice (8): Undefined index:  id in [APP/views/requests/admin_index.ctp, line 61]
2010-04-23 16:34:04 Notice: Notice (8): Undefined variable: operator in [APP/views/elements/requests/add.ctp, line 24]
2010-04-23 17:11:16 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 23]
2010-04-23 17:11:16 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 23]
2010-04-23 17:11:42 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 25]
2010-04-23 17:11:42 Notice: Notice (8): Undefined variable: countryId in [APP/controllers/operators_controller.php, line 28]
2010-04-23 17:11:43 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 25]
2010-04-23 17:11:43 Notice: Notice (8): Undefined variable: countryId in [APP/controllers/operators_controller.php, line 28]
2010-04-23 17:12:34 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 25]
2010-04-23 17:17:43 Notice: Notice (8): Undefined index:  1 in [APP/controllers/operators_controller.php, line 24]
2010-04-23 18:08:12 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-23 18:08:12 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-23 18:13:49 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-23 18:13:49 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-23 18:54:36 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-23 18:54:36 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-23 18:56:18 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-23 18:56:18 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-23 18:56:52 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-23 18:56:52 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 11:35:14 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 11:35:14 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 11:35:32 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 11:35:32 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 11:35:35 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 11:35:35 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 14:03:07 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 14:03:07 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 14:26:59 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 14:27:12 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 14:27:36 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 22]
2010-04-26 14:27:36 Notice: Notice (8): Undefined index:  0 in [APP/views/operators/index.ctp, line 8]
2010-04-26 14:37:08 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 14]
2010-04-26 14:39:35 Notice: Notice (8): Undefined variable: slug in [APP/controllers/operators_controller.php, line 38]
2010-04-26 14:42:53 Notice: Notice (8): Undefined property: OperatorsController::$ActivityType in [APP/controllers/operators_controller.php, line 35]
2010-04-26 14:48:12 Notice: Notice (8): Undefined variable: foo in [APP/views/operators/index.ctp, line 8]
2010-04-26 14:48:17 Notice: Notice (8): Undefined variable: foo in [APP/views/operators/index.ctp, line 8]
2010-04-26 15:11:41 Notice: Notice (8): Undefined property: OperatorsController::$ActivityType in [APP/controllers/operators_controller.php, line 43]
2010-04-26 15:12:48 Notice: Notice (8): Undefined property: Operator::$ActivityType in [APP/controllers/operators_controller.php, line 43]
2010-04-26 15:29:40 Notice: Notice (8): Undefined property: OperatorsController::$ActivityType in [APP/controllers/operators_controller.php, line 46]
2010-04-26 15:31:31 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 29]
2010-04-26 15:32:44 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 29]
2010-04-26 15:32:45 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 29]
2010-04-26 15:33:16 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 29]
2010-04-26 15:41:01 Notice: Notice (8): Undefined index:  Operator in [APP/views/operators/index.ctp, line 55]
2010-04-26 15:41:01 Notice: Notice (8): Undefined index:  Operator in [APP/views/operators/index.ctp, line 56]
2010-04-26 15:41:52 Notice: Notice (8): Undefined index:  Operator in [APP/views/operators/index.ctp, line 55]
2010-04-26 15:41:52 Notice: Notice (8): Undefined index:  Operator in [APP/views/operators/index.ctp, line 56]
2010-04-26 15:43:58 Notice: Notice (8): Undefined property: OperatorsController::$ActivityType in [APP/controllers/operators_controller.php, line 41]
2010-04-26 15:44:08 Notice: Notice (8): Undefined variable: actName in [APP/controllers/operators_controller.php, line 61]
2010-04-26 15:47:01 Notice: Notice (8): Undefined index:  ActivityName in [APP/controllers/operators_controller.php, line 39]
2010-04-26 15:49:12 Notice: Notice (8): Undefined variable: actName in [APP/views/operators/index.ctp, line 8]
2010-04-26 15:49:29 Notice: Notice (8): Undefined index:  ActivityName in [APP/views/operators/index.ctp, line 8]
2010-04-26 15:54:02 Notice: Notice (8): Undefined property: OperatorsController::$Operator in [APP/controllers/operators_controller.php, line 34]
2010-04-26 15:55:22 Notice: Notice (8): Use of undefined constant HELLO - assumed 'HELLO' in [APP/controllers/operators_controller.php, line 20]
2010-04-26 15:55:22 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 36]
2010-04-26 15:55:22 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 61]
2010-04-26 16:18:26 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 49]
2010-04-26 16:18:26 Notice: Notice (8): Undefined variable: activityType in [APP/controllers/operators_controller.php, line 72]
2010-04-26 16:18:58 Notice: Notice (8): Undefined index:  activityType in [APP/controllers/operators_controller.php, line 37]
2010-04-26 16:19:26 Notice: Notice (8): Undefined index:  activityType in [APP/controllers/operators_controller.php, line 37]
2010-04-26 16:28:24 Notice: Notice (8): Undefined index:  slug in [APP/views/operators/index.ctp, line 10]
2010-04-26 16:33:08 Notice: Notice (8): Undefined variable: Operator in [APP/views/operators/index.ctp, line 10]
2010-04-26 16:55:02 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 8]
2010-04-26 16:55:02 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 9]
2010-04-26 16:55:15 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 8]
2010-04-26 16:55:15 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 9]
2010-04-26 16:55:29 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 8]
2010-04-26 16:55:29 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 9]
2010-04-26 16:55:39 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 8]
2010-04-26 16:55:39 Notice: Notice (8): Undefined variable: firstOperator in [APP/views/operators/index.ctp, line 9]
2010-04-26 16:56:21 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:02:29 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:03:08 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:03:42 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:03:44 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:03:49 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:04:41 Notice: Notice (8): Undefined variable: activityType in [APP/views/operators/index.ctp, line 36]
2010-04-26 17:07:05 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:07:56 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:08:03 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:08:35 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:10:35 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:10:42 Notice: Notice (8): Undefined index:  0 in [APP/controllers/operators_controller.php, line 46]
2010-04-26 17:23:48 Notice: Notice (8): Undefined variable: countries in [APP/views/elements/countries/list.ctp, line 2]
2010-04-26 17:25:03 Notice: Notice (8): Undefined variable: countries in [APP/views/elements/countries/list.ctp, line 2]
2010-04-26 17:25:47 Notice: Notice (8): Undefined variable: countries in [APP/views/elements/countries/list.ctp, line 2]
2010-04-26 18:17:02 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/index.ctp, line 50]
2010-04-26 18:20:33 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/index.ctp, line 50]
2010-04-26 18:22:26 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/index.ctp, line 49]
2010-04-26 18:22:55 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/index.ctp, line 49]
2010-04-26 18:23:35 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/index.ctp, line 49]
2010-04-27 13:31:29 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:36:11 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:36:37 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:37:03 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:38:15 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:39:12 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:39:38 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:40:09 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:40:36 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:41:15 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:41:26 Notice: Notice (8): Undefined index:  activityType in [APP/views/operators/index.ctp, line 25]
2010-04-27 13:59:06 Notice: Notice (8): Undefined variable: customers in [APP/views/elements/operators/paging.ctp, line 13]
2010-04-27 14:00:25 Notice: Notice (8): Undefined variable: customer in [APP/views/elements/operators/paging.ctp, line 15]
2010-04-27 14:43:19 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 37]
2010-04-27 14:55:16 Notice: Notice (8): Undefined variable: javascript in [APP/views/layouts/default.ctp, line 26]
2010-04-27 15:25:16 Notice: Notice (8): Undefined variable: javascript in [APP/views/layouts/default.ctp, line 26]
2010-04-27 15:30:56 Notice: Notice (8): Undefined variable: javascript in [APP/views/layouts/default.ctp, line 26]
2010-04-27 15:32:42 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:32:52 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:32:53 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:32:55 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:35:34 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 15:35:47 Notice: Notice (8): Undefined variable: conditions in [APP/controllers/operators_controller.php, line 33]
2010-04-27 15:35:47 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:36:45 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:37:14 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-04-27 15:37:58 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-27 15:38:19 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 15:39:12 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:30:18 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:30:23 Notice: Notice (8): Undefined variable: javascript in [APP/views/layouts/default.ctp, line 26]
2010-04-27 16:30:52 Notice: Notice (8): Undefined variable: javascript in [APP/views/layouts/default.ctp, line 26]
2010-04-27 16:35:10 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:35:12 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:35:13 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:35:13 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:35:28 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-27 16:37:15 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:37:18 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:37:24 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:37:26 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:37:26 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:37:28 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:38:06 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-04-27 16:38:27 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-27 16:38:47 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-27 16:38:57 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-27 17:39:48 Notice: Notice (8): Undefined index:  Prospects in [APP/controllers/cronjobs_controller.php, line 47]
2010-04-27 17:54:25 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-28 15:31:24 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-04-28 15:31:34 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-05-06 17:36:01 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 69]
2010-05-06 17:36:15 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 69]
2010-05-06 17:36:53 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 148]
2010-05-06 17:36:54 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 148]
2010-05-06 17:37:06 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-05-06 17:37:07 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-05-06 17:45:09 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-05-06 17:46:24 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-06 17:46:59 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-06 17:48:33 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-06 18:47:51 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 57]
2010-05-06 18:48:06 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:48:28 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:30 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:36 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:38 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:39 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:40 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:42 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:43 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:45 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:45 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:46 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:47 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:48 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:49:49 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:50:05 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:50:35 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:50:37 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:50:39 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:51:41 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-06 18:51:44 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:35:32 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:35:32 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:39:20 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 152]
2010-05-07 11:39:20 Notice: Notice (8): Undefined variable: countries in [APP/controllers/operators_controller.php, line 152]
2010-05-07 11:40:14 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 11:40:20 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 11:40:31 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 11:40:32 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 11:40:37 Notice: Notice (8): Undefined property: Operator::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 11:41:00 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:41:00 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:41:07 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:42:08 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:42:54 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:43:21 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:44:01 Notice: Notice (8): Undefined variable: conditions in [APP/controllers/operators_controller.php, line 48]
2010-05-07 11:44:01 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:44:12 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:44:25 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 11:44:38 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 12:29:23 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 12:29:37 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 12:29:55 Notice: Notice (8): Undefined property: OperatorsController::$Country in [APP/controllers/operators_controller.php, line 24]
2010-05-07 12:29:59 Notice: Notice (8): Undefined variable: countries in [APP/views/operators/display.ctp, line 24]
2010-05-07 12:39:32 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
2010-05-07 12:39:32 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/view.ctp, line 19]
2010-05-07 12:39:32 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/view.ctp, line 22]
2010-05-07 12:39:32 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/view.ctp, line 27]
2010-05-07 12:40:43 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
2010-05-07 12:40:43 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/view.ctp, line 19]
2010-05-07 12:40:43 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/view.ctp, line 22]
2010-05-07 12:40:43 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/view.ctp, line 27]
2010-05-07 12:44:38 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
2010-05-07 12:44:38 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/view.ctp, line 19]
2010-05-07 12:44:38 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/view.ctp, line 22]
2010-05-07 12:44:38 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/view.ctp, line 27]
2010-05-07 12:51:14 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
2010-05-07 12:51:14 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/view.ctp, line 19]
2010-05-07 12:51:14 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/view.ctp, line 22]
2010-05-07 12:51:14 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/view.ctp, line 27]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  Phone in [APP/views/operators/admin_view.ctp, line 16]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  Email in [APP/views/operators/admin_view.ctp, line 21]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  City in [APP/views/operators/admin_view.ctp, line 26]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/admin_view.ctp, line 31]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  CountryID in [APP/views/operators/admin_view.ctp, line 36]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/admin_view.ctp, line 41]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/admin_view.ctp, line 46]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  Type in [APP/views/operators/admin_view.ctp, line 51]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  AccountStatus in [APP/views/operators/admin_view.ctp, line 56]
2010-05-07 12:56:46 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/admin_view.ctp, line 61]
2010-05-07 12:57:53 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
2010-05-07 12:57:53 Notice: Notice (8): Undefined index:  Country in [APP/views/operators/view.ctp, line 19]
2010-05-07 12:57:53 Notice: Notice (8): Undefined index:  ActivityType in [APP/views/operators/view.ctp, line 22]
2010-05-07 12:57:53 Notice: Notice (8): Undefined index:  Description in [APP/views/operators/view.ctp, line 27]
2010-05-07 12:57:56 Notice: Notice (8): Undefined index:  StateProvince in [APP/views/operators/view.ctp, line 18]
